Type,BodyPart,Equipment,Level,Cardiovascular_Safe,Title,Desc
Strength,Biceps,Dumbbell,Beginner,1,Curl de bíceps con mancuernas con inclinación boca abajo,"El rizo de bíceps de la pesa inclinada boca abajo es un ejercicio dirigido a los bíceps y realizado boca abajo en un banco de inclinación. Esto crea un ángulo de brazo vertical, que ayuda a aislar el bíceps y limitar la participación de los músculos del hombro. Esta variación de curvas generalmente se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por conjunto o más, como parte del entrenamiento de la parte superior del cuerpo o centrado en el brazo."
Strength,Biceps,Dumbbell,Intermediate,1,Curl de martillo sentado,"El rizo de martillo sentado es un ejercicio popular para construir bíceps y antebrazos más grandes. El movimiento se asemeja a martillando un clavo, de ahí el nombre. Si bien los rizos también se pueden realizar de manera efectiva, realizarlos sentados puede imponer una forma estricta y tal vez aumentar la conexión mental-músculo. Como la mayoría de las variaciones de curl, generalmente se realizan para repeticiones moderadas a altas, como 8-12 repeticiones por conjunto o más."
Strength,Biceps,Dumbbell,Intermediate,1,Paul Carter incline la pesa bíceps rizo,El rizo de bíceps de la pesa inclina es un ejercicio de aislamiento dirigido a los bíceps. Esta variación se dirige a la cabeza larga del bíceps más que a un rizo tradicional y hay más tensión general en este músculo.
Strength,Biceps,Dumbbell,Intermediate,1,Paul Carter Concentration Curl,"El rizo de concentración es un ejercicio clásico para construir el bíceps de un brazo a la vez. Se puede realizar doblados o arrodillados, pero se realiza con mayor frecuencia sentado en un banco. Es ideal para enfatizar el pico de bíceps y a menudo se usa para terminar un entrenamiento de bíceps. Como la mayoría de las variaciones de curl, generalmente se realizan para repeticiones moderadas a altas, como 8-12 repeticiones por conjunto o más."
Strength,Biceps,Dumbbell,Intermediate,1,Rizo de mancuernas aligeradas,"El rizo de bíceps con mancuernas es un ejercicio de una sola articulación para construir bíceps más grandes y más fuertes. Popular entre los asistentes al gimnasio de todos los niveles de experiencia, este movimiento se puede hacer sentado o de pie. Generalmente se realiza para repeticiones moderadas a altas, como 8-12 repeticiones o más, como parte de la parte centrada en el brazo de un entrenamiento."
Strength,Biceps,Dumbbell,Intermediate,1,Bíceps con mancuernas en fila vertical,"El rizo de bíceps con mancuernas a la fila vertical es un complejo de mancuernas que combina dos ejercicios que construyen y fortalecen los bíceps, las trampas y la cabeza media de los deltoides. Por lo general, se realiza una repetición de cada movimiento a la vez, aunque puede realizar más repeticiones de cada uno, o aumentar las repeticiones en rondas sucesivas (por ejemplo, 1 repetición en la ronda 1, 2 repeticiones en la ronda 2, etc.). No importa cómo estructura los conjuntos y repeticiones, es una forma de tiempo eficiente de golpear múltiples músculos de la parte superior del cuerpo en cualquier entrenamiento."
Strength,Biceps,Dumbbell,Intermediate,1,Guy Dumbbell Hammer Curl,"Este rizo se realiza simultáneamente con pesas pero sin supinación de muñeca. A lo largo de cada representante, las muñecas permanecen neutrales, como un carpintero que golpea un clavo."
Strength,Biceps,Dumbbell,Intermediate,1,Soltar por encima de la pesa con rizo de un solo brazo,"La sujeción sobre la cabeza de la pesa con rizo de un solo brazo combina una sujeción de sobrecarga isométrica con un rizo para el otro brazo. Los dos movimientos se dirigen colectivamente a los músculos de los hombros y los brazos, al tiempo que proporcionan un desafío central sorprendente. Espere ser desafiado, incluso con peso ligero."
Strength,Biceps,Dumbbell,Intermediate,1,Chico arrodillado bíceps,El rizo de concentración de arrodilla le permite dirigirse a los bíceps sin tener la capacidad de usar impulso del resto de su cuerpo para mover el peso.
Strength,Biceps,Dumbbell,Intermediate,1,Lunge Hold Dumbbell Curl,"El rizo de mancuernas de lunder es un complejo desafiante que combina una bodega isométrica en la parte inferior de una estocada con un rizo de bíceps con mancuernas. Los dos ejercicios se combinan para atacar las piernas, el núcleo y los bíceps. El rizo determinará la cantidad de peso que puede usar, pero incluso un peso ligero hará que la estocada sea seriamente desafiante."
Strength,Biceps,Dumbbell,Intermediate,1,Guy Dumbbell Biceps Curl,"El rizo de bíceps con mancuernas es un ejercicio de una sola articulación para construir bíceps más grandes y más fuertes. Popular entre los asistentes al gimnasio de todos los niveles de experiencia, este movimiento se puede hacer sentado o de pie. Generalmente se realiza para repeticiones moderadas a altas, como 8-12 repeticiones o más, como parte de la parte centrada en el brazo de un entrenamiento."
Strength,Biceps,Dumbbell,Intermediate,1,Snatch de mancuernas alterna,"El Fragmento de mancuernas alternativo es un ejercicio explosivo que construye potencia de cuerpo completo y apunta a los músculos de las caderas, la espalda y los hombros. Realizarlo alternando los brazos le da a cada brazo la oportunidad de recuperarse, lo que le permite hacer una mayor cantidad de trabajo de calidad. Se puede realizar para repeticiones bajas con un enfoque en la potencia y la velocidad, o para repeticiones más altas para desarrollar músculo o como parte de un circuito de acondicionamiento metabólico."
Strength,Biceps,Dumbbell,Intermediate,1,TBS incline la mancuerna rizo,El rizo de bíceps de la pesa inclina es un ejercicio de aislamiento dirigido a los bíceps. Esta variación se dirige a la cabeza larga del bíceps más que a un rizo tradicional y hay más tensión general en este músculo.
Strength,Biceps,Dumbbell,Intermediate,1,TBS Hammer Curl,"El rizo de martillo alterno se realiza con pesas pero sin supinación de muñeca. A lo largo de cada representante, las muñecas permanecen neutrales, como un carpintero que golpea un clavo."
Strength,Biceps,Dumbbell,Intermediate,1,Rizo de pescado de empuñadura inversa,"Con el rizo de mancuernas de agarre inversa, las palmas boca abajo, no hacia arriba. Esta posición de muñeca poco ortodoxa se dirige simultáneamente a los bíceps mientras también construye antebrazo y resistencia al agarre. El movimiento se puede realizar de pie o sentado. Debido a que el agarre es un factor limitante, generalmente se realiza para repeticiones moderadas a altas, como 8-10 repeticiones por conjunto."
Strength,Biceps,Dumbbell,Intermediate,1,Curl de mancuernas inclinas - Variación de Gethin,El rizo de bíceps de la pesa inclina es un ejercicio de aislamiento dirigido a los bíceps. Esta variación se dirige a la cabeza larga del bíceps más que a un rizo tradicional y hay más tensión general en este músculo.
Strength,Biceps,Dumbbell,Intermediate,1,Rizo de martillo,"El Hammer Curl es un movimiento de mancuernas que se centra en los bíceps, los braquiales y los músculos del antebrazo. A lo largo de cada representante, las muñecas permanecen neutrales, como un carpintero que golpea un clavo. Generalmente se realiza para repeticiones moderadas a altas, como 8-12 repeticiones o más, como parte de la parte centrada en el brazo de un entrenamiento."
Strength,Biceps,Dumbbell,Intermediate,1,Curl de pesas sentadas - Variación de Gethin,"El rizo de bíceps con mancuernas sentadas es un ejercicio estándar para construir bíceps más grandes. Mientras se pueden realizar rizos de bíceps con mancuernas, esta versión implica sentarse en un banco."
Strength,Biceps,Dumbbell,Intermediate,1,Curl de martillo de mancuernas - Variación de gethin,"Este rizo se realiza simultáneamente con pesas pero sin supinación de muñeca. A lo largo de cada representante, las muñecas permanecen neutrales, como un carpintero que golpea un clavo."
Strength,Biceps,Dumbbell,Intermediate,1,Rizo de mancuernas sentadas de un solo brazo,"El rizo de pesas sentadas de un solo brazo es un ejercicio popular para construir bíceps más grandes. Realizarlo un brazo a la vez puede permitirle usar un peso ligeramente más pesado, al tiempo que se enfoca en sentir realmente la conexión mental-músculo en el brazo de trabajo. Como la mayoría de las variaciones de curl, generalmente se realizan para repeticiones moderadas a altas, como 8-12 repeticiones por conjunto o más."
Strength,Biceps,Dumbbell,Intermediate,1,Curl de cable mentiroso - Variación de Gethin,El rizo de bíceps de cable mentiroso es un ejercicio de aislamiento que elimina la posibilidad de usar el impulso de la parte inferior del cuerpo para aumentar el peso.
Strength,Biceps,Dumbbell,Intermediate,1,Rizo de bíceps con mancuernas,"El rizo de bíceps con mancuernas es un ejercicio de una sola articulación para construir bíceps más grandes y más fuertes. Popular entre los asistentes al gimnasio de todos los niveles de experiencia, este movimiento se puede hacer sentado o de pie. Generalmente se realiza para repeticiones moderadas a altas, como 8-12 repeticiones o más, como parte de la parte centrada en el brazo de un entrenamiento."
Strength,Biceps,Dumbbell,Intermediate,1,Soy rizos de martillo,"Este rizo se realiza simultáneamente con pesas pero sin supinación de muñeca. A lo largo de cada representante, las muñecas permanecen neutrales, como un carpintero que golpea un clavo."
Strength,Biceps,Dumbbell,Intermediate,1,Estoy sentado rizos de martillo,"El rizo de martillo sentado es un ejercicio popular para construir bíceps más grandes. El movimiento se asemeja a martillando un clavo, de ahí el nombre. Si bien el martillo se puede realizar de pie, esta versión implica sentarse en un banco."
Strength,Biceps,Dumbbell,Intermediate,1,Rizo de bíceps alternativo sentado,"El rizo de bíceps alternativo sentado es un ejercicio que desarrolla bíceps más grande y más fuerte. La técnica alterna permite que un brazo descanse brevemente mientras el otro brazo se levanta. Por lo general, se realiza para repeticiones moderadas a altas, como 8-12 repeticiones o más, como parte de la parte superior o la parte centrada en el brazo de un entrenamiento."
Strength,Biceps,Dumbbell,Intermediate,1,Hammer alterno rizo,"El rizo de martillo alterno se realiza con pesas pero sin supinación de muñeca. A lo largo de cada representante, las muñecas permanecen neutrales, como un carpintero que golpea un clavo. Generalmente se realiza para repeticiones moderadas a altas, como 8-12 repeticiones o más, como parte de la parte centrada en el brazo de un entrenamiento."
Strength,Biceps,Dumbbell,Intermediate,1,Bíceps alterno rizo,"El rizo de bíceps alterno es un ejercicio de una sola articulación para construir bíceps más grandes y más fuertes de un brazo a la vez. Popular entre los asistentes al gimnasio de todos los niveles de experiencia, este movimiento se puede hacer sentado o de pie. Generalmente se realiza para repeticiones moderadas a altas, como 8-12 repeticiones o más, como parte de la parte centrada en el brazo de un entrenamiento."
Strength,Biceps,Other,Beginner,1,Rizo de martillo de placa,"El rizo del martillo de la placa es un ejercicio que se dirige a la cabeza larga del bíceps, así como a los músculos braquial y braquioradial. Por lo general, los rizos de martillo se realizan con pesas, pero en este caso, sostener una placa de peso coloca las manos en la misma posición neutral."
Strength,Biceps,Other,Intermediate,1,Curl de araña de Barbell,"El rizo de la araña de Barbell es un ejercicio dirigido a los bíceps y se realiza boca abajo en un banco de inclinación o en el lado plano de un banco predicador. El ángulo de banco vertical ayuda a aislar los bíceps y limitar la participación de los músculos del hombro. Esta variación de curvas generalmente se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por conjunto o más, como parte del entrenamiento de la parte superior del cuerpo o centrado en el brazo."
Strength,Biceps,Other,Intermediate,1,Curl de la frente de la barra,"El rizo de la frente de la barra es un movimiento clásico de la edad de oro del culturismo y a menudo se asocia con Dave ""The Blond Bomber"". La barra se lleva a su frente en lugar de a su pecho, enfatizando el apretón y la contracción máxima. Por lo general, se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por conjunto."
Strength,Biceps,Cable,Intermediate,1,Curl de cable superior,"También conocido como un rizo de crucifijo, el rizo del cable superior es un ejercicio centrado en los bíceps realizado entre dos pilas de cable, utilizando un par de Handles D. Los brazos y los codos se mantienen a la altura del hombro a lo largo del movimiento, y ambas manos se curvan hacia las orejas. Esta posición está diseñada para eliminar la participación e impulso del hombro, al tiempo que apunta al pico de bíceps. Este movimiento generalmente se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set o más, como parte del entrenamiento centrado en el brazo."
Strength,Biceps,Cable,Beginner,1,Curl de cable de un solo brazo de pie,El rizo de bíceps de cable de un solo brazo es un ejercicio de aislamiento de una sola articulación para construir los bíceps. Este movimiento está destinado a ser estricto y deliberado; Este no es un ejercicio para usar impulso o hacer trampa.
Strength,Biceps,Cable,Intermediate,1,Rizo de cable de bíceps en pie,"El rizo de bíceps de la barra recta del cable requiere un ejercicio clásico de culturismo, el rizo de la barra de pie, y reemplaza la barra con una manija unida a un cable. Este es un movimiento de agotamiento común realizado para repeticiones moderadas a altas, como 8-12 repeticiones por set, como parte de un entrenamiento de la parte superior del cuerpo o centrado en el brazo."
Strength,Biceps,Cable,Intermediate,1,Martillo de la cuerda de cable rizo,"El rizo de martillo de la cuerda del cable es un ejercicio popular centrado en el brazo realizado con un mango de cuerda unido por un cable a una pila de peso. Utiliza un agarre neutral (palmas frente a otros), que se dirige a los antebrazos y a los músculos braquiales además de los bíceps. Debido a que el agarre es una limitación, generalmente se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set o más."
Strength,Biceps,Cable,Beginner,1,Bíceps de cable mentiroso rizo,"El rizo de bíceps de cable mentiroso es un ejercicio de cable que se dirige a los bíceps. Se realiza en la parte posterior, ya sea en un banco o en el suelo, con los pies hacia una pila de cables. Este movimiento generalmente se realiza para repeticiones moderadas a altas para una quemadura y bomba como parte de un entrenamiento centrado en el brazo."
Strength,Biceps,Cable,Beginner,1,Predicador de cuerda de cable Curl de martillo,"El curl de martillo de predicador de cuerda de cable es un ejercicio de brazo de una sola articulación que genera resistencia y tamaño en los bíceps utilizando una pila de cable, un banco de predicadores y un agarre de cuerda. El agarre neutral o de ""martillo"" amplifica la activación de los músculos de agarre y braquial, construyendo grosor del brazo. El ángulo del banco también elimina efectivamente los hombros del movimiento, aislando en gran medida los bíceps. Generalmente se realiza para repeticiones más altas, al menos 8-15 por conjunto."
Strength,Biceps,Cable,Beginner,0,Curl de barra de agarre cerrada en la polea alta,"El rizo de bíceps de alto cable mentiroso es un movimiento inusual para construir los bíceps, pero es muy efectivo. Mentir propensos y rizarse hacia usted proporciona un estímulo diferente al que permiten más enfoques estándar."
Strength,Biceps,Cable,Intermediate,1,Cable EZ -Bar Predicador Curl - Variación de Gethin,"El curl de predicador de cable es un ejercicio de brazo de una sola articulación que genera resistencia y tamaño en los bíceps utilizando una pila de cable y un banco de predicadores. Es popular en los entrenamientos del brazo de construcción muscular porque el ángulo del banco elimina efectivamente los hombros del movimiento, aislando en gran medida los bíceps. Generalmente se realiza para repeticiones más altas, al menos 8-15 por conjunto."
Strength,Biceps,Cable,Intermediate,0,Cable de cuclillas EZ-bar bíceps rizo,"El rizo de bíceps de barra de cañón en cuclillas es un ejercicio que construye y fortalece los bíceps, mientras que la parte inferior del cuerpo está en una posición de sentadilla estática. Por lo general, se realiza para conjuntos de repeticiones más altos, como 8-12 repeticiones por set o más, en combinación con otros rizos o entrenamiento en el brazo. Es más similar en el posicionamiento del brazo para un curl de predicador, pero también tiene algunos beneficios únicos para la parte inferior del cuerpo."
Strength,Biceps,Cable,Intermediate,1,Cable de bíceps de barra recta rizo,"El rizo de bíceps de la barra recta del cable requiere un ejercicio clásico de culturismo, el rizo de la barra de pie, y reemplaza la barra con una manija unida a un cable. Este es un movimiento de agotamiento común realizado para repeticiones moderadas a altas, como 8-12 repeticiones por set, como parte de un entrenamiento de la parte superior del cuerpo o centrado en el brazo."
Strength,Biceps,Cable,Intermediate,1,Curl de cable de agarre de altura de pie de pie,"El rizo de cable de agarre inverso de pie toma un ejercicio clásico de culturismo, el rizo de la barra inverso, y lo modifica usando un mango conectado a una pila de cable. Se dirige a los músculos del antebrazo y al braquial en mayor grado que las variaciones de rizos de bícepss bajo mano. Debido a que el agarre es una limitación, este movimiento se realiza comúnmente para repeticiones moderadas a altas, como 8-12 repeticiones por set o más, como parte de un entrenamiento de la parte superior o centrado en el brazo."
Strength,Biceps,Cable,Intermediate,1,Curl de bíceps de alto cable acostado,"El rizo de bíceps de alto cable mentiroso es un ejercicio de una sola articulación dirigida a los bíceps en una posición propensa (boca arriba). Por lo general, se realiza para repeticiones moderadas a altas como parte de la porción centrada en el brazo de un entrenamiento."
Strength,Biceps,Cable,Intermediate,0,Curl de cable de alta pulsera - Variación de Gethin,"También conocido como un rizo de crucifijo, el rizo del cable superior es un ejercicio centrado en los bíceps realizado entre dos pilas de cable, utilizando un par de Handles D. Los brazos y los codos se mantienen a la altura del hombro a lo largo del movimiento, y ambas manos se curvan hacia las orejas. Esta posición está diseñada para eliminar la participación e impulso del hombro, al tiempo que apunta al pico de bíceps. Este movimiento generalmente se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set o más, como parte del entrenamiento centrado en el brazo."
Strength,Biceps,Cable,Intermediate,1,Curl de cable alto de pie - Variación de Gethin,"El rizo de bíceps de la barra recta del cable requiere un ejercicio clásico de culturismo, el rizo de la barra de pie, y reemplaza la barra con una manija unida a un cable. Este es un movimiento de agotamiento común realizado para repeticiones moderadas a altas, como 8-12 repeticiones por set, como parte de un entrenamiento de la parte superior del cuerpo o centrado en el brazo."
Strength,Biceps,Cable,Intermediate,1,Rizos de cable altos,"El rizo de bíceps de alto cable mentiroso es un ejercicio de una sola articulación dirigida a los bíceps en una posición propensa (boca arriba). Por lo general, se realiza para repeticiones moderadas a altas como parte de la porción centrada en el brazo de un entrenamiento."
Strength,Biceps,Cable,Intermediate,1,Bíceps de cable sentado rizo,The seated cable biceps curl is a single-joint arm exercise intended to isolate the biceps. La posición sentada ayuda a eliminar el uso del impulso. Este movimiento generalmente se realiza para repeticiones moderadas a altas para una quemadura y bomba como parte de un entrenamiento centrado en el brazo.
Strength,Biceps,Cable,Intermediate,0,Curl de barra de agarre cerrada en la polea alta - Variación de Gethin,"El rizo de bíceps de alto cable mentiroso es un movimiento inusual para construir los bíceps, pero es muy efectivo. Mentir propensos y rizarse hacia usted proporciona un estímulo diferente al que permiten más enfoques estándar."
Strength,Biceps,Cable,Intermediate,1,Curl de cable de pie - Variación de Gethin,"El rizo de bíceps de la barra recta del cable requiere un ejercicio clásico de culturismo, el rizo de la barra de pie, y reemplaza la barra con una manija unida a un cable. Este es un movimiento de agotamiento común realizado para repeticiones moderadas a altas, como 8-12 repeticiones por set, como parte de un entrenamiento de la parte superior del cuerpo o centrado en el brazo."
Strength,Biceps,Cable,Intermediate,1,Am bíceps curl de cable,"El rizo de bíceps de la barra recta del cable requiere un ejercicio clásico de culturismo, el rizo de la barra de pie, y reemplaza la barra con una manija unida a un cable. Este es un movimiento de agotamiento común realizado para repeticiones moderadas a altas, como 8-12 repeticiones por set, como parte de un entrenamiento de la parte superior del cuerpo o centrado en el brazo."
Strength,Biceps,Cable,Intermediate,1,Rizo de bíceps de cable de un solo brazo,"El rizo de bíceps de cable de un solo brazo es un ejercicio de aislamiento de una sola articulación para construir los bíceps. Este movimiento está destinado a ser estricto y deliberado; Este no es un ejercicio para usar impulso o hacer trampa. Por lo general, se realiza para repeticiones moderadas a altas, como 8-12 repeticiones o más por set, como parte de un entrenamiento centrado en el brazo."
Strength,Biceps,Cable,Intermediate,1,Curl de martillo de cuerda de cable BFR,"El rizo del martillo de la cuerda de la restricción de flujo sanguíneo (BFR) es un movimiento del brazo que construye el tamaño y la resistencia de los bíceps utilizando una pila de cable, agarre de cuerda y bandas de restricción de flujo sanguíneo. Es popular en los entrenamientos de brazo de estilo ""bomba"" de alta repetición. Las bandas deben colocarse lo más altas posible en sus brazos, con una opresión de no más de 8 en una escala de 10. La mayoría de los entrenamientos BFR recomiendan usar un peso mucho más ligero de lo habitual, tal vez tan bajo como 25-50 por ciento de un peso de trabajo."
Strength,Biceps,Machine,Beginner,1,Rizos de predicadores de máquinas,El Machine Predicer Curl es un ejercicio de aislamiento dirigido a los bíceps.
Strength,Biceps,Machine,Intermediate,1,Predicador de máquinas de un solo brazo rizo,"El curl de predicador de máquina de un solo brazo es un ejercicio popular para construir tamaño y fuerza en los bíceps. Se aproxima al movimiento de un rizo de predicador de peso libre, pero utiliza una pila de peso seleccionada o una máquina cargada de placas. Muchas de esas máquinas ofrecen diferentes agarres y anchos de agarre. Los rizos de bíceps de la máquina a menudo se realizan para repeticiones moderadas a altas, como 8-12 repeticiones por set o más, como parte de la parte superior o la parte centrada en el brazo de un entrenamiento."
Strength,Biceps,Machine,Intermediate,1,Predicador de máquinas Curl,"El Machine Preacher Curl es un ejercicio popular para construir el tamaño y la fuerza en los bíceps. Se aproxima al movimiento de un rizo de predicador de peso libre, pero utiliza una pila de peso seleccionada o una máquina cargada de placas. Muchas de esas máquinas ofrecen diferentes agarres y anchos de agarre. Los rizos de bíceps de la máquina a menudo se realizan para repeticiones moderadas a altas, como 8-12 repeticiones por set o más, como parte de la parte superior o la parte centrada en el brazo de un entrenamiento."
Strength,Biceps,Machine,Intermediate,1,Smith Machine Drag Curl,"Smith Machine Drag Curl es un ejercicio centrado en los bíceps usando la barra en una máquina Smith. Por lo general, está entrenado en repeticiones moderadas a altas, al menos 8-15 repeticiones por set, y puede funcionar en la parte centrada en los bíceps de cualquier entrenamiento."
Strength,Biceps,Body Only,Intermediate,1,TBS Bin-up,"A Bin-Up es una variación del ejercicio de pull-up en el que las repeticiones se realizan con las palmas hacia el cuerpo, en una posición insuficiente, con un agarre que es más estrecho que el ancho de los hombros. Al igual que otras variaciones de pull-up, genera fuerza y ​​músculo en la parte superior de la espalda, bíceps y núcleo, pero utiliza los bíceps un poco más que las pull-ups por encima. Se puede usar como una alternativa más amigable para los hombros a las pull-ups de barra recta, o para ayudar a realizar más repeticiones de las que puede realizar de manera superiores."
Strength,Biceps,Body Only,Intermediate,0,Pull -up - variación de gethin,"El pull-up es un ejercicio de peso corporal de múltiples articulaciones que genera fuerza y ​​músculo en la parte superior de la espalda, bíceps y núcleo. A menudo se usa como herramienta de medición en pruebas de aptitud militar o táctica, y es un excelente medidor de ""fuerza relativa"" que es la fuerza en relación con el peso corporal."
Strength,Biceps,E-Z Curl Bar,Intermediate,1,EZ-Bar Curl,"El rizo EZ-Bar de pie es un ejercicio inmensamente popular dirigido a los bíceps. Se realiza comúnmente para repeticiones moderadas a altas como parte de una parte superior del cuerpo o entrenamiento centrado en los brazos. Muchos gimnasios incluso tienen barras EZ con pesas fijas, lo que permite cambios de peso fáciles."
Strength,Biceps,E-Z Curl Bar,Beginner,1,Rizos de predicadores de reverso de barra,"El rizo de barra de agarre inverso es una variación en el rizo de bíceps donde las palmas hacia abajo. El cambio de una agarre de bajo paso a un agarre por encima de la mano lleva el antebrazo y los músculos braquiales más en el ejercicio. Si es incómodo para las muñecas, intente realizarlo en los ángulos de una barra EZ-Curl."
Strength,Biceps,E-Z Curl Bar,Intermediate,1,CURL EZ -BAR PANTALLA - Variación de Gethin,"El rizo de barra EZ-bar es un ejercicio popular inmensamente POPÍMICO dirigido a los bíceps. Se realiza comúnmente para repeticiones moderadas a altas como parte de una parte superior del cuerpo o entrenamiento centrado en los brazos. Muchos gimnasios incluso tienen barras EZ con pesas fijas, lo que permite cambios de peso fáciles."
Strength,Biceps,E-Z Curl Bar,Intermediate,1,TBS EZ-BAR CURL,"El rizo de barra EZ-bar es un ejercicio popular inmensamente POPÍMICO dirigido a los bíceps. Se realiza comúnmente para repeticiones moderadas a altas como parte de una parte superior del cuerpo o entrenamiento centrado en los brazos. Muchos gimnasios incluso tienen barras EZ con pesas fijas, lo que permite cambios de peso fáciles."
Strength,Biceps,E-Z Curl Bar,Intermediate,1,De pie ez-bar rizo,"El rizo EZ-Bar de pie es un ejercicio popular dirigido a los bíceps. Se realiza comúnmente para repeticiones moderadas a altas como parte de un entrenamiento de la parte superior del cuerpo o centrado en el brazo. Muchos gimnasios incluso tienen barras EZ con pesas fijas, lo que permite cambios de peso fáciles."
Strength,Calves,Barbell,Beginner,1,Levante de la pantorrilla de la barra de pie,"El aumento de la pantorrilla de la barra de pie es un ejercicio popular para atacar los músculos de la pantorrilla de la parte inferior de la pierna, particularmente el músculo gastrocnemio. Se puede realizar para el tiempo o para los representantes, ya sea usando una barra de Barbell o Smith Machine si el equilibrio es un problema."
Strength,Calves,Barbell,Intermediate,1,Smith Machine Standing Bern en terneros,"El aumento de la ternera Smith Machine Standing es un ejercicio basado en máquinas dirigida a los músculos de los terneros, particularmente el gastrocnemio o el músculo de la pantorrilla superior. Por lo general, se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set o más, como parte de la parte del cuerpo inferior de un entrenamiento."
Strength,Calves,Dumbbell,Intermediate,1,Elevación de la pantorrilla de la mancuerna de pie,"El aumento de la pantorrilla de la mancuerna es un ejercicio popular para atacar los músculos de la pantorrilla de la parte inferior de la pierna, y en particular los músculos gastrocnemios. Se puede realizar para tiempo o para repeticiones, ya sea dos pesas, o una si el equilibrio es un problema y desea usar su mano libre para sostener un objeto fijo."
Strength,Calves,Dumbbell,Intermediate,1,Elevación de ternera de pie de una sola pierna,"El aumento de la pantorrilla de la mancuerna de una sola pierna es un ejercicio popular para apuntar a los músculos de la pantorrilla de la parte inferior de la pierna, particularmente el músculo gastrocnemio. Se puede realizar por tiempo o para repeticiones, ya sea con dos pesas o con una si el equilibrio es un problema y desea usar su mano libre para sostener un objeto fijo."
Strength,Calves,Dumbbell,Intermediate,1,Elevación de pantorrilla para caminar con mancuernas,"El aumento de la pantorrilla para caminar con mancuernas es un ejercicio dinámico dirigido a los músculos de la pantorrilla de la parte inferior de la pierna, particularmente el músculo gastrocnemio. Se puede realizar para la distancia o para repeticiones."
Strength,Calves,Other,Intermediate,1,Elevación de becerro de burro ponderado,"El aumento de calcio de burro ponderado es un ejercicio de fuerza y ​​construcción de músculos centrados en los músculos de la parte inferior de la pierna, más prominentemente el músculo gastrocnemio. Si bien los aumentos tradicionales de la pantorrilla de burro involucraban una máquina específica o transportando a otra persona en la espalda, este método utiliza un cinturón de peso. Se puede hacer en rangos de representantes de construcción muscular tradicional, o para repeticiones más altas como parte del entrenamiento de la baja cuerpo."
Strength,Calves,Other,Intermediate,1,Máquina de una sola pierna Sentada Ternero,"El aumento de la pantorrilla de una sola pierna es un ejercicio dirigido a los músculos de la pantorrilla de la parte inferior de la pierna, particularmente el músculo sóleo. Por lo general, se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set, pero ocasionalmente para repeticiones más altas de 20 por conjunto o más."
Strength,Calves,Machine,Intermediate,1,Smith Machine Barry Raise,"El aumento de la ternera Smith Machine Standing es un ejercicio basado en máquinas dirigida a los músculos de los terneros, particularmente el gastrocnemio o el músculo de la pantorrilla superior. Por lo general, se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set o más, como parte de la parte del cuerpo inferior de un entrenamiento."
Strength,Calves,Machine,Beginner,1,Aumentos de la pantorrilla de pie,"El aumento de la pantorrilla de pie es un movimiento popular para apuntar a los músculos de la pantorrilla de la parte inferior de la pierna, y en particular los músculos gastrocnemios. Cuando no está pesado, generalmente se realiza para repeticiones altas o para el tiempo."
Strength,Calves,Machine,Intermediate,1,Elevación de terneros sentados,"El aumento de la ternera con asiento de la máquina es un ejercicio dirigido a los músculos de la pantorrilla de la parte inferior de la pierna, particularmente el músculo sóleo. Por lo general, se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set, y ocasionalmente para conjuntos muy altos centrados en el agotamiento de 50-100 repeticiones totales."
Strength,Calves,Machine,Intermediate,0,Presiona la pantorrilla en la máquina de prensa de piernas,"El aumento de la pantorrilla de la prensa de la pierna es un ejercicio que usa la máquina de prensa de piernas para trabajar en las pantorrillas. Con los dedos de los pies y las bolas de los pies en la plataforma, pero los tacones se van, avanza para trabajar en los terneros."
Strength,Calves,Machine,Beginner,0,Ternero,"El aumento de la pantorrilla de pie es un movimiento popular para apuntar a los músculos de la pantorrilla de la parte inferior de la pierna, y en particular los músculos gastrocnemios. Cuando no está pesado, generalmente se realiza para repeticiones altas o para el tiempo."
Strength,Calves,Machine,Intermediate,0,Press de terneros de una sola pierna sentada - Variación de Gethin,"El aumento de la pantorrilla de una sola pierna es un ejercicio dirigido a los músculos de la pantorrilla de la parte inferior de la pierna, particularmente el músculo sóleo. Por lo general, se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set, pero ocasionalmente para repeticiones más altas de 20 por conjunto o más."
Strength,Calves,Machine,Intermediate,1,Razo de ternera sentada - Variación de Gethin,"El aumento de la ternera con asiento de la máquina es un ejercicio dirigido a los músculos de la pantorrilla de la parte inferior de la pierna, particularmente el músculo sóleo. Por lo general, se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set, y ocasionalmente para conjuntos muy altos centrados en el agotamiento de 50-100 repeticiones totales."
